,Image,x0,y0,x1,y1,Car_ref,Car_name,File_loc,Car_type,Year,Height,Width
6389,06390.jpg,81,107,660,431,189,Toyota 4Runner SUV 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Toyota 4Runner SUV 2012/06390.jpg,SUV,2012,469,750
6390,06391.jpg,57,354,967,635,112,Ford GT Coupe 2006,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Ford GT Coupe 2006/06391.jpg,Coupe,2006,768,1024
6391,06392.jpg,28,83,557,317,45,Bugatti Veyron 16.4 Convertible 2009,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Bugatti Veyron 16.4 Convertible 2009/06392.jpg,Convertible,2009,402,600
6392,06393.jpg,169,255,2492,1244,170,Nissan Juke Hatchback 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Nissan Juke Hatchback 2012/06393.jpg,Hatchback,2012,1728,2592
6393,06394.jpg,46,59,438,325,141,Infiniti G Coupe IPL 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Infiniti G Coupe IPL 2012/06394.jpg,IPL,2012,360,480
6394,06395.jpg,54,97,448,278,39,Bentley Continental Supersports Conv. Convertible 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Bentley Continental Supersports Conv. Convertible 2012/06395.jpg,Convertible,2012,280,500
6395,06396.jpg,23,81,606,423,54,Chevrolet Silverado 1500 Hybrid Crew Cab 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Chevrolet Silverado 1500 Hybrid Crew Cab 2012/06396.jpg,Cab,2012,480,640
6396,06397.jpg,72,13,1021,610,179,Spyker C8 Convertible 2009,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Spyker C8 Convertible 2009/06397.jpg,Convertible,2009,768,1024
6397,06398.jpg,80,172,951,627,126,Honda Odyssey Minivan 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Honda Odyssey Minivan 2012/06398.jpg,Minivan,2012,768,1024
6398,06399.jpg,10,117,456,330,161,Mercedes-Benz 300-Class Convertible 1993,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Mercedes-Benz 300-Class Convertible 1993/06399.jpg,Convertible,1993,360,480
6399,06400.jpg,18,57,247,144,143,Isuzu Ascender SUV 2008,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Isuzu Ascender SUV 2008/06400.jpg,SUV,2008,194,259
6400,06401.jpg,16,433,1585,1072,102,Ferrari California Convertible 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Ferrari California Convertible 2012/06401.jpg,Convertible,2012,1200,1600
6401,06402.jpg,42,105,581,433,113,Ford F-150 Regular Cab 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Ford F-150 Regular Cab 2012/06402.jpg,Cab,2012,480,640
6402,06403.jpg,38,72,627,423,133,Hyundai Veracruz SUV 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Hyundai Veracruz SUV 2012/06403.jpg,SUV,2012,480,640
6403,06404.jpg,12,86,478,305,124,HUMMER H3T Crew Cab 2010,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/HUMMER H3T Crew Cab 2010/06404.jpg,Cab,2010,333,500
6404,06405.jpg,36,91,601,383,39,Bentley Continental Supersports Conv. Convertible 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Bentley Continental Supersports Conv. Convertible 2012/06405.jpg,Convertible,2012,419,630
6405,06406.jpg,1,1,1484,900,3,Acura TL Sedan 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Acura TL Sedan 2012/06406.jpg,Sedan,2012,1067,1600
6406,06407.jpg,34,41,624,411,125,HUMMER H2 SUT Crew Cab 2009,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/HUMMER H2 SUT Crew Cab 2009/06407.jpg,Cab,2009,425,640
6407,06408.jpg,42,95,370,229,139,Hyundai Elantra Touring Hatchback 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Hyundai Elantra Touring Hatchback 2012/06408.jpg,Hatchback,2012,326,434
6408,06409.jpg,14,54,453,197,185,Tesla Model S Sedan 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Tesla Model S Sedan 2012/06409.jpg,Sedan,2012,229,490
6409,06410.jpg,50,80,223,167,80,Chrysler Crossfire Convertible 2008,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Chrysler Crossfire Convertible 2008/06410.jpg,Convertible,2008,192,263
6410,06411.jpg,2,30,257,168,38,BMW Z4 Convertible 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/BMW Z4 Convertible 2012/06411.jpg,Convertible,2012,214,285
6411,06412.jpg,8,20,191,99,143,Isuzu Ascender SUV 2008,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Isuzu Ascender SUV 2008/06412.jpg,SUV,2008,104,200
6412,06413.jpg,61,93,755,290,152,Lamborghini Gallardo LP 570-4 Superleggera 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Lamborghini Gallardo LP 570-4 Superleggera 2012/06413.jpg,Superleggera,2012,345,792
6413,06414.jpg,34,45,562,345,120,GMC Yukon Hybrid SUV 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/GMC Yukon Hybrid SUV 2012/06414.jpg,SUV,2012,380,603
6414,06415.jpg,44,318,976,640,171,Nissan 240SX Coupe 1998,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Nissan 240SX Coupe 1998/06415.jpg,Coupe,1998,750,1000
6415,06416.jpg,65,15,468,264,188,Toyota Corolla Sedan 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Toyota Corolla Sedan 2012/06416.jpg,Sedan,2012,295,540
6416,06417.jpg,105,156,946,536,144,Jaguar XK XKR 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Jaguar XK XKR 2012/06417.jpg,XKR,2012,681,1024
6417,06418.jpg,8,175,793,547,162,Mercedes-Benz C-Class Sedan 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Mercedes-Benz C-Class Sedan 2012/06418.jpg,Sedan,2012,581,800
6418,06419.jpg,26,16,244,164,109,Ford Expedition EL SUV 2009,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Ford Expedition EL SUV 2009/06419.jpg,SUV,2009,194,259
6419,06420.jpg,38,97,460,316,110,Ford Edge SUV 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Ford Edge SUV 2012/06420.jpg,SUV,2012,360,480
6420,06421.jpg,85,141,588,348,161,Mercedes-Benz 300-Class Convertible 1993,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Mercedes-Benz 300-Class Convertible 1993/06421.jpg,Convertible,1993,360,635
6421,06422.jpg,37,93,608,404,4,Acura TL Type-S 2008,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Acura TL Type-S 2008/06422.jpg,Type-S,2008,480,640
6422,06423.jpg,31,46,427,255,177,Rolls-Royce Phantom Sedan 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Rolls-Royce Phantom Sedan 2012/06423.jpg,Sedan,2012,280,480
6423,06424.jpg,61,58,420,290,93,Dodge Challenger SRT8 2011,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Dodge Challenger SRT8 2011/06424.jpg,SRT8,2011,360,480
6424,06425.jpg,13,99,631,425,138,Hyundai Sonata Sedan 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Hyundai Sonata Sedan 2012/06425.jpg,Sedan,2012,480,640
6425,06426.jpg,68,167,437,325,34,BMW M3 Coupe 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/BMW M3 Coupe 2012/06426.jpg,Coupe,2012,334,500
6426,06427.jpg,148,47,547,340,182,Suzuki Kizashi Sedan 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Suzuki Kizashi Sedan 2012/06427.jpg,Sedan,2012,416,625
6427,06428.jpg,79,132,548,378,108,Ford Freestar Minivan 2007,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Ford Freestar Minivan 2007/06428.jpg,Minivan,2007,480,640
6428,06429.jpg,20,132,513,365,146,Jeep Wrangler SUV 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Jeep Wrangler SUV 2012/06429.jpg,SUV,2012,406,533
6429,06430.jpg,32,18,232,173,181,Suzuki Aerio Sedan 2007,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Suzuki Aerio Sedan 2007/06430.jpg,Sedan,2007,194,259
6430,06431.jpg,8,195,626,435,48,Buick Rainier SUV 2007,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Buick Rainier SUV 2007/06431.jpg,SUV,2007,480,640
6431,06432.jpg,41,114,975,670,19,Audi TT Hatchback 2011,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Audi TT Hatchback 2011/06432.jpg,Hatchback,2011,723,1024
6432,06433.jpg,257,352,1332,840,11,Aston Martin Virage Coupe 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Aston Martin Virage Coupe 2012/06433.jpg,Coupe,2012,885,1333
6433,06434.jpg,121,90,838,513,187,Toyota Camry Sedan 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Toyota Camry Sedan 2012/06434.jpg,Sedan,2012,611,1020
6434,06435.jpg,126,80,588,326,148,Jeep Grand Cherokee SUV 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Jeep Grand Cherokee SUV 2012/06435.jpg,SUV,2012,350,625
6435,06436.jpg,9,111,388,258,139,Hyundai Elantra Touring Hatchback 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Hyundai Elantra Touring Hatchback 2012/06436.jpg,Hatchback,2012,300,400
6436,06437.jpg,47,23,585,480,119,GMC Savana Van 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/GMC Savana Van 2012/06437.jpg,Van,2012,480,640
6437,06438.jpg,52,105,612,327,72,Chevrolet Monte Carlo Coupe 2007,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Chevrolet Monte Carlo Coupe 2007/06438.jpg,Coupe,2007,428,640
6438,06439.jpg,309,199,1152,522,144,Jaguar XK XKR 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Jaguar XK XKR 2012/06439.jpg,XKR,2012,722,1280
6439,06440.jpg,18,135,468,314,181,Suzuki Aerio Sedan 2007,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Suzuki Aerio Sedan 2007/06440.jpg,Sedan,2007,323,485
6440,06441.jpg,8,15,253,165,76,Chrysler Aspen SUV 2009,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Chrysler Aspen SUV 2009/06441.jpg,SUV,2009,194,259
6441,06442.jpg,42,69,477,289,193,Volvo C30 Hatchback 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Volvo C30 Hatchback 2012/06442.jpg,Hatchback,2012,331,500
6442,06443.jpg,34,90,452,352,31,BMW 6 Series Convertible 2007,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/BMW 6 Series Convertible 2007/06443.jpg,Convertible,2007,375,500
6443,06444.jpg,61,118,581,347,67,Chevrolet Malibu Hybrid Sedan 2010,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Chevrolet Malibu Hybrid Sedan 2010/06444.jpg,Sedan,2010,480,640
6444,06445.jpg,36,122,615,348,114,Ford F-150 Regular Cab 2007,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Ford F-150 Regular Cab 2007/06445.jpg,Cab,2007,480,640
6445,06446.jpg,13,22,886,556,122,GMC Canyon Extended Cab 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/GMC Canyon Extended Cab 2012/06446.jpg,Cab,2012,598,900
6446,06447.jpg,11,174,967,575,76,Chrysler Aspen SUV 2009,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Chrysler Aspen SUV 2009/06447.jpg,SUV,2009,768,1024
6447,06448.jpg,33,19,347,199,88,Dodge Sprinter Cargo Van 2009,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Dodge Sprinter Cargo Van 2009/06448.jpg,Van,2009,239,400
6448,06449.jpg,29,27,210,112,151,Lamborghini Aventador Coupe 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Lamborghini Aventador Coupe 2012/06449.jpg,Coupe,2012,120,217
6449,06450.jpg,7,49,255,173,13,Audi A5 Coupe 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Audi A5 Coupe 2012/06450.jpg,Coupe,2012,194,259
6450,06451.jpg,17,72,602,386,165,Mercedes-Benz S-Class Sedan 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Mercedes-Benz S-Class Sedan 2012/06451.jpg,Sedan,2012,480,640
6451,06452.jpg,645,281,3464,2572,145,Jeep Patriot SUV 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Jeep Patriot SUV 2012/06452.jpg,SUV,2012,2604,3472
6452,06453.jpg,28,175,898,551,10,Aston Martin Virage Convertible 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Aston Martin Virage Convertible 2012/06453.jpg,Convertible,2012,599,900
6453,06454.jpg,95,86,900,599,138,Hyundai Sonata Sedan 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Hyundai Sonata Sedan 2012/06454.jpg,Sedan,2012,640,960
6454,06455.jpg,197,97,575,346,132,Hyundai Tucson SUV 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Hyundai Tucson SUV 2012/06455.jpg,SUV,2012,399,684
6455,06456.jpg,3,53,419,259,69,Chevrolet Silverado 2500HD Regular Cab 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Chevrolet Silverado 2500HD Regular Cab 2012/06456.jpg,Cab,2012,280,433
6456,06457.jpg,120,134,1060,660,45,Bugatti Veyron 16.4 Convertible 2009,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Bugatti Veyron 16.4 Convertible 2009/06457.jpg,Convertible,2009,782,1280
6457,06458.jpg,65,156,827,447,29,BMW 3 Series Sedan 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/BMW 3 Series Sedan 2012/06458.jpg,Sedan,2012,534,950
6458,06459.jpg,19,68,606,384,68,Chevrolet TrailBlazer SS 2009,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Chevrolet TrailBlazer SS 2009/06459.jpg,SS,2009,460,620
6459,06460.jpg,95,35,553,390,89,Dodge Journey SUV 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Dodge Journey SUV 2012/06460.jpg,SUV,2012,427,640
6460,06461.jpg,69,59,582,434,94,Dodge Durango SUV 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Dodge Durango SUV 2012/06461.jpg,SUV,2012,480,640
6461,06462.jpg,74,61,584,420,192,Volkswagen Beetle Hatchback 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Volkswagen Beetle Hatchback 2012/06462.jpg,Hatchback,2012,480,640
6462,06463.jpg,27,32,252,168,113,Ford F-150 Regular Cab 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Ford F-150 Regular Cab 2012/06463.jpg,Cab,2012,194,259
6463,06464.jpg,5,103,1019,690,113,Ford F-150 Regular Cab 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Ford F-150 Regular Cab 2012/06464.jpg,Cab,2012,768,1024
6464,06465.jpg,43,43,221,169,196,smart fortwo Convertible 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/smart fortwo Convertible 2012/06465.jpg,Convertible,2012,194,259
6465,06466.jpg,16,181,992,531,75,Chevrolet Silverado 1500 Regular Cab 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Chevrolet Silverado 1500 Regular Cab 2012/06466.jpg,Cab,2012,768,1024
6466,06467.jpg,112,149,921,610,46,Bugatti Veyron 16.4 Coupe 2009,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Bugatti Veyron 16.4 Coupe 2009/06467.jpg,Coupe,2009,768,1024
6467,06468.jpg,21,77,262,167,84,Dodge Caliber Wagon 2007,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Dodge Caliber Wagon 2007/06468.jpg,Wagon,2007,236,279
6468,06469.jpg,6,24,254,155,67,Chevrolet Malibu Hybrid Sedan 2010,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Chevrolet Malibu Hybrid Sedan 2010/06469.jpg,Sedan,2010,194,259
6469,06470.jpg,27,79,629,375,119,GMC Savana Van 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/GMC Savana Van 2012/06470.jpg,Van,2012,480,640
6470,06471.jpg,35,75,216,179,195,Volvo XC90 SUV 2007,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Volvo XC90 SUV 2007/06471.jpg,SUV,2007,194,259
6471,06472.jpg,72,14,463,316,166,Mercedes-Benz Sprinter Van 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Mercedes-Benz Sprinter Van 2012/06472.jpg,Van,2012,333,500
6472,06473.jpg,72,69,730,437,158,Maybach Landaulet Convertible 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Maybach Landaulet Convertible 2012/06473.jpg,Convertible,2012,521,800
6473,06474.jpg,96,81,572,400,140,Hyundai Azera Sedan 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Hyundai Azera Sedan 2012/06474.jpg,Sedan,2012,479,640
6474,06475.jpg,56,157,590,422,23,Audi S4 Sedan 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Audi S4 Sedan 2012/06475.jpg,Sedan,2012,480,640
6475,06476.jpg,6,32,250,191,131,Hyundai Santa Fe SUV 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Hyundai Santa Fe SUV 2012/06476.jpg,SUV,2012,194,259
6476,06477.jpg,44,40,262,184,83,Dodge Caliber Wagon 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Dodge Caliber Wagon 2012/06477.jpg,Wagon,2012,225,300
6477,06478.jpg,84,120,560,367,99,FIAT 500 Abarth 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/FIAT 500 Abarth 2012/06478.jpg,Abarth,2012,384,627
6478,06479.jpg,109,118,1456,1150,178,Scion xD Hatchback 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Scion xD Hatchback 2012/06479.jpg,Hatchback,2012,1200,1600
6479,06480.jpg,92,45,534,267,7,Acura ZDX Hatchback 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Acura ZDX Hatchback 2012/06480.jpg,Hatchback,2012,300,615
6480,06481.jpg,84,76,602,414,119,GMC Savana Van 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/GMC Savana Van 2012/06481.jpg,Van,2012,500,700
6481,06482.jpg,193,197,1023,751,167,Mitsubishi Lancer Sedan 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Mitsubishi Lancer Sedan 2012/06482.jpg,Sedan,2012,768,1024
6482,06483.jpg,20,24,636,295,139,Hyundai Elantra Touring Hatchback 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Hyundai Elantra Touring Hatchback 2012/06483.jpg,Hatchback,2012,374,655
6483,06484.jpg,1,11,92,47,123,Geo Metro Convertible 1993,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Geo Metro Convertible 1993/06484.jpg,Convertible,1993,69,92
6484,06485.jpg,74,106,483,319,10,Aston Martin Virage Convertible 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Aston Martin Virage Convertible 2012/06485.jpg,Convertible,2012,396,600
6485,06486.jpg,2,38,323,293,29,BMW 3 Series Sedan 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/BMW 3 Series Sedan 2012/06486.jpg,Sedan,2012,360,424
6486,06487.jpg,24,32,609,397,133,Hyundai Veracruz SUV 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Hyundai Veracruz SUV 2012/06487.jpg,SUV,2012,480,640
6487,06488.jpg,27,172,536,335,97,Dodge Charger SRT-8 2009,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Dodge Charger SRT-8 2009/06488.jpg,SRT-8,2009,426,568
6488,06489.jpg,190,221,638,419,182,Suzuki Kizashi Sedan 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Suzuki Kizashi Sedan 2012/06489.jpg,Sedan,2012,492,786
6489,06490.jpg,55,93,608,447,77,Chrysler Sebring Convertible 2010,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Chrysler Sebring Convertible 2010/06490.jpg,Convertible,2010,480,640
6490,06491.jpg,6,66,409,278,119,GMC Savana Van 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/GMC Savana Van 2012/06491.jpg,Van,2012,330,440
6491,06492.jpg,35,85,996,626,176,Rolls-Royce Ghost Sedan 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Rolls-Royce Ghost Sedan 2012/06492.jpg,Sedan,2012,683,1024
6492,06493.jpg,17,95,398,301,128,Honda Accord Coupe 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Honda Accord Coupe 2012/06493.jpg,Coupe,2012,316,500
6493,06494.jpg,349,402,1122,817,101,Ferrari FF Coupe 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Ferrari FF Coupe 2012/06494.jpg,Coupe,2012,960,1280
6494,06495.jpg,9,15,246,186,109,Ford Expedition EL SUV 2009,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Ford Expedition EL SUV 2009/06495.jpg,SUV,2009,194,259
6495,06496.jpg,43,95,585,422,187,Toyota Camry Sedan 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Toyota Camry Sedan 2012/06496.jpg,Sedan,2012,480,640
6496,06497.jpg,8,95,618,388,126,Honda Odyssey Minivan 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Honda Odyssey Minivan 2012/06497.jpg,Minivan,2012,468,625
6497,06498.jpg,39,91,380,234,36,BMW M6 Convertible 2010,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/BMW M6 Convertible 2010/06498.jpg,Convertible,2010,266,400
6498,06499.jpg,96,187,566,357,114,Ford F-150 Regular Cab 2007,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Ford F-150 Regular Cab 2007/06499.jpg,Cab,2007,473,630
6499,06500.jpg,45,168,535,358,135,Hyundai Elantra Sedan 2007,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Hyundai Elantra Sedan 2007/06500.jpg,Sedan,2007,450,550
6500,06501.jpg,109,89,467,280,104,Ferrari 458 Italia Coupe 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Ferrari 458 Italia Coupe 2012/06501.jpg,Coupe,2012,333,500
6501,06502.jpg,9,24,134,102,70,Chevrolet Silverado 1500 Classic Extended Cab 2007,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Chevrolet Silverado 1500 Classic Extended Cab 2007/06502.jpg,Cab,2007,112,150
6502,06503.jpg,64,109,395,274,80,Chrysler Crossfire Convertible 2008,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Chrysler Crossfire Convertible 2008/06503.jpg,Convertible,2008,375,500
6503,06504.jpg,230,218,864,498,161,Mercedes-Benz 300-Class Convertible 1993,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Mercedes-Benz 300-Class Convertible 1993/06504.jpg,Convertible,1993,557,1024
6504,06505.jpg,2,64,264,198,44,Bentley Continental Flying Spur Sedan 2007,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Bentley Continental Flying Spur Sedan 2007/06505.jpg,Sedan,2007,198,264
6505,06506.jpg,71,70,418,311,84,Dodge Caliber Wagon 2007,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Dodge Caliber Wagon 2007/06506.jpg,Wagon,2007,349,466
6506,06507.jpg,42,66,461,272,139,Hyundai Elantra Touring Hatchback 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Hyundai Elantra Touring Hatchback 2012/06507.jpg,Hatchback,2012,333,500
6507,06508.jpg,157,1187,1491,2055,58,Chevrolet Traverse SUV 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Chevrolet Traverse SUV 2012/06508.jpg,SUV,2012,2592,1952
6508,06509.jpg,1,14,275,171,22,Audi S5 Coupe 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Audi S5 Coupe 2012/06509.jpg,Coupe,2012,183,275
6509,06510.jpg,89,1,342,261,150,Lamborghini Reventon Coupe 2008,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Lamborghini Reventon Coupe 2008/06510.jpg,Coupe,2008,275,440
6510,06511.jpg,8,26,269,116,82,Daewoo Nubira Wagon 2002,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Daewoo Nubira Wagon 2002/06511.jpg,Wagon,2002,142,276
6511,06512.jpg,22,79,407,243,67,Chevrolet Malibu Hybrid Sedan 2010,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Chevrolet Malibu Hybrid Sedan 2010/06512.jpg,Sedan,2010,262,429
6512,06513.jpg,24,76,399,288,65,Chevrolet Avalanche Crew Cab 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Chevrolet Avalanche Crew Cab 2012/06513.jpg,Cab,2012,360,424
6513,06514.jpg,13,103,499,281,54,Chevrolet Silverado 1500 Hybrid Crew Cab 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Chevrolet Silverado 1500 Hybrid Crew Cab 2012/06514.jpg,Cab,2012,375,500
6514,06515.jpg,1,1,639,480,12,Audi RS 4 Convertible 2008,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Audi RS 4 Convertible 2008/06515.jpg,Convertible,2008,480,640
6515,06516.jpg,18,84,478,307,3,Acura TL Sedan 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Acura TL Sedan 2012/06516.jpg,Sedan,2012,375,500
6516,06517.jpg,115,54,666,425,169,Nissan NV Passenger Van 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Nissan NV Passenger Van 2012/06517.jpg,Van,2012,480,720
6517,06518.jpg,133,431,1962,1072,7,Acura ZDX Hatchback 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Acura ZDX Hatchback 2012/06518.jpg,Hatchback,2012,1386,2100
6518,06519.jpg,165,151,1480,1292,170,Nissan Juke Hatchback 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Nissan Juke Hatchback 2012/06519.jpg,Hatchback,2012,1366,1709
